MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,64817921,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,5B-332-150,5B-332-150,"5B-332-150 HIOLIT 5"" P150 Hook-and-Loop Sanding Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka Abrasives Inc®,,5B-332-150,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"Mirka Abrasives Inc Mirka Abrasives Inc®, 5B-332-150 HIOLIT 5"" P150 Hook-and-Loo","MIRKA ABRASIVES INC 5B-332-150 HIOLIT 5""","5B-332-150 HIOLIT 5"" P150 Hook-and-Loop Sanding Disc","5B-332-150 HIOLIT 5"" P150 Hook-and-Loop Sanding Disc",,,,,,,Manufactured by Mirka Abrasives Inc,,,,,,,,,,,,,,,,,,,,,"5B-332-150 HIOLIT 5"" P150 Hook-and-Loop Sanding Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://www.acmetools.com/on/demandware.static/-/Sites-acme-catalog-m-en/default/dwe7acbc85/images/images/catalog/product/842028003218/mirka-gold-5-in-psa-disc-p150-23-332-150.jpg,,,,,,,,,https://cms.mirka.com/globalassets/msc/pdf/mirka-product-catalog-2022-low-res.pdf,,,,,,,,,,,,,,,,,No,Yes
,,,,,,71624222,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,5B-332-080,5B-332-080,"5B-332-080 HIOLIT 5"" P80",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka Abrasives Inc®,,5B-332-080,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"Mirka Abrasives Inc Mirka Abrasives Inc®, 5B-332-080 HIOLIT 5"" P80, 5B-332-080","MIRKA ABRASIVES INC 5B-332-080 HIOLIT 5""","5B-332-080 HIOLIT 5"" P80","5B-332-080 HIOLIT 5"" P80",,,,,HIOLIT series abrasive,,,,,,,,,,,,,,,,,,,,,,,"5B-332-080 HIOLIT 5"" P80",Series,HIOLIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://cdn11.bigcommerce.com/s-z0plx67muj/products/157370/images/326693/MIRKA_40332080__06027.1703786790.386.513.jpg?c=1,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,70394799,Industrial & Commercial,Equipment & Supplies,General Industrial,AL354597,AL354597,duct tape foil 2inx50yd,EATON CORP,nan,-- No DIB Brand --,Eaton Corporation,Eaton Corporation,Eaton Corporation®,,AL354597,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Eaton Corporation Eaton Corporation®, duct tape foil 2inx50yd, AL354597",EATON CORPORATION DUCT TAPE FOIL 2INX50Y,duct tape foil 2inx50yd,duct tape foil 2inx50yd,duct tape foil 2inx50yd,duct tape foil 2inx50yd,Foil duct tape construction,2 inches wide by 50 yards long,Manufactured by Eaton Corporation,,,,,,,,Manufacturer Part Number: AL354597,,,,,,,,,,,,,,,duct tape foil 2inx50yd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,50,in,,in,2,in,,lbs,,,https://ce8dc832c.cloudimg.io/cdn/n/n@90870568798d8b8f99c3a65c62adf11e075b961c/_cs_/2023/06/6490580648f93/2000x1200.jpg,,,,,,,,,https://www.manualslib.com/manual/2890887/Eaton-C440-Xtoe.html,,,,,,,,,,,,,,,,,No,Yes
,,,,,,57632814,Plumbing & Hydraulics,"Pipes, Valves & Fittings",Pipe Couplings & Valves,GRF-CR15-3,GRF-CR15-3,"Grundfos CR 15-3 Vertical Multistage Centrifugal Pump, 15 m3/h, Stainless Steel",Grundfos,-- No Unilog Brand --,-- No DIB Brand --,Grundfos Pumps Corp (GRND),Grundfos Pumps Corp,Grundfos Pumps Corp®,,GRF-CR15-3,,"Plumbing & Hydraulics>Pipes, Valves & Fittings>Pipe Couplings & Valves","Grundfos Pumps Corp Grundfos Pumps Corp®, Grundfos CR 15-3 Vertical Multistage C",GRUNDFOS PUMPS CORP GRUNDFOS CR 15-3 VER,"Grundfos CR 15-3 Vertical Multistage Centrifugal Pump, 15 m3/h, Stainless Steel","Grundfos CR 15-3 Vertical Multistage Centrifugal Pump, 15 m3/h, Stainless Steel","Grundfos CR 15-3 Vertical Multistage Centrifugal Pump, 15 m3/h, Stainless Steel","Grundfos CR 15-3 Vertical Multistage Centrifugal Pump, 15 m3/h, Stainless Steel",Vertical multistage centrifugal pump design,15 m3/h flow rate capacity,Stainless steel construction,Manufactured by Grundfos Pumps Corp,Grundfos CR 15-3 model series,,,,,,,,,,,,,,,,,,,,,"Grundfos CR 15-3 Vertical Multistage Centrifugal Pump, 15 m3/h, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://down-id.img.susercontent.com/file/sg-11134201-7r9b7-lltb7z6hespc18,,,,,,,,,https://www.lenntech.com/uploads/grundfos/96501894/Grundfos_CR-15-3-A-F-A-E-HQQE.pdf,,,,,,,,,,,,,,,,,No,Yes
https://wespacindustrial.com/product/sandpaper-189/,,,,,,59879999,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,5B-332-120,5B-332-120,"5B-332-120 HIOLIT 5"" P120",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka Abrasives Inc®,,5B-332-120,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"Mirka Abrasives Inc Mirka Abrasives Inc®, 5B-332-120 HIOLIT 5"" P120, 5B-332-120","MIRKA ABRASIVES INC 5B-332-120 HIOLIT 5""","5B-332-120 HIOLIT 5"" P120","5B-332-120 HIOLIT 5"" P120",,,5 inch diameter,120 Grit abrasive,Cloth backing,PSA (Pressure Sensitive Adhesive) sanding disc,Packaged 50 per box,,,,,,,,,,,,,,,,,,,,,"5B-332-120 HIOLIT 5"" P120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://wespacindustrial.com/wp-content/uploads/2019/09/56-332-060-2.jpg,,,,,,,,,https://cms.mirka.com/globalassets/msc/pdf/mirka-product-catalog-2022-low-res.pdf,,,,,,,,,,,,,,,,,No,Yes
,,,,,,88023085,Industrial & Commercial,Equipment & Supplies,General Industrial,HEX-M10-A2,HEX-M10-A2,"M10x1.5 Hex Bolt, Grade A2 Stainless Steel, 50mm Length, DIN 933",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Bossard Fastener Co (BOSS),Bossard Fastener Co,Bossard Fastener Co®,,HEX-M10-A2,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Bossard Fastener Co Bossard Fastener Co®, M10x1.5 Hex Bolt, Grade A2 Stainless S",M10x1.5 Grade A2 SS Hex Bolt 50mm DIN 933,"Bossard Fastener Co M10x1.5 hex bolt featuring Grade A2 stainless steel construction, a 50mm length, and DIN 933 standard compliance.","Bossard Fastener Co M10x1.5 hex bolt featuring Grade A2 stainless steel construction, a 50mm length, and DIN 933 standard compliance.","Bossard Fastener Co M10x1.5 hex bolt featuring Grade A2 stainless steel construction, a 50mm length, and DIN 933 standard compliance.","Bossard Fastener Co M10x1.5 hex bolt featuring Grade A2 stainless steel construction, a 50mm length, and DIN 933 standard compliance.",,,,,,,,,,,,,,,,,,,,,,,,,,"M10x1.5 Hex Bolt, Grade A2 Stainless Steel, 50mm Length, DIN 933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://ce8dc832c.cloudimg.io/v7/_cdn_/54/45/61/00/0/1463365_1.jpg?width=640&height=480&wat=1&wat_url=_tme-wrk_%2Ftme_new.png&wat_scale=100p&ci_sign=38b62c9852567f4f07edd3ea2ed9aeb341182e1b,,,,,,,,,https://www.scribd.com/document/269752148/Bossard-Catalogue,,,,,,,,,,,,,,,,,No,Yes
,,,,,,83123064,Industrial & Commercial,Equipment & Supplies,General Industrial,0FU6925,0FU6925,DRILL  CRDLS  20V  1/2IN  BARE,Channellock,CHANNELLOCK INC,-- No DIB Brand --,,Industrial Manufacturer,Industrial Brand,,0FU6925,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Industrial Manufacturer Industrial Brand, DRILL  CRDLS  20V  1/2IN  BARE, 0FU692",CHANNELLOCK DRILL CRDLS 20V 1/2IN BARE,Channellock 20V 1/2 in. cordless drill bare tool.,Channellock 20V 1/2 in. cordless drill bare tool.,Channellock 20V 1/2 in. cordless drill bare tool.,Channellock 20V 1/2 in. cordless drill bare tool.,,,,,,,,,,,,,,,,,,,,,,,,,,DRILL  CRDLS  20V  1/2IN  BARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://images.bike24.com/i/mb/99/0a/db/dare-2b-iced-1-4-zip-core-stretch-midlayer-women-0fu-egret-black--1-1919540.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,89740844,Industrial & Commercial,Equipment & Supplies,General Industrial,TE-CONN-6P,TE-CONN-6P,"TE Connectivity 6-Pin Industrial Circular Connector, IP67 Rated, Panel Mount",TE Connectivity,-- No Unilog Brand --,-- No DIB Brand --,TE Connectivity Ltd (TECN),TE Connectivity Ltd,TE Connectivity Ltd®,,TE-CONN-6P,,Industrial & Commercial>Equipment & Supplies>General Industrial,"TE Connectivity Ltd TE Connectivity Ltd®, TE Connectivity 6-Pin Industrial Circu",TE CONNECTIVITY LTD TE CONNECTIVITY 6-PI,"TE Connectivity 6-Pin Industrial Circular Connector, IP67 Rated, Panel Mount","TE Connectivity 6-Pin Industrial Circular Connector, IP67 Rated, Panel Mount",,,,,,,,,,,,,,,,,,,,,,,,,,,,"TE Connectivity 6-Pin Industrial Circular Connector, IP67 Rated, Panel Mount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://www.te.com/content/dam/te-com/catalog/part/215/548/096/2-1554809-6-t1.jpg/jcr:content/renditions/product-high-res.png,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,60328421,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,YP97841,YP97841,BELT SAND 1-1/4X6IN 80GRIT,Eaton,-- No Unilog Brand --,EATON CORP,,Industrial Manufacturer,Industrial Brand,,YP97841,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"Industrial Manufacturer Industrial Brand, BELT SAND 1-1/4X6IN 80GRIT, YP97841",INDUSTRIAL BRAND BELT SAND 1-1/4X6IN 80G,BELT SAND 1-1/4X6IN 80GRIT,BELT SAND 1-1/4X6IN 80GRIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELT SAND 1-1/4X6IN 80GRIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://printify.com/wp-content/uploads/2025/04/Set-up-a-product.png,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
https://www.ultimatetoolsmart.com/product/mirka-abrasives-9a-570-240-abranet-30-x-2-75-240-grit-aluminum-oxide-mesh-grip-sanding-roll/,,,,,,54356932,Industrial & Commercial,Equipment & Supplies,General Industrial,9A-570-240,9A-570-240,9A-570-240 Abranet 2.75x30,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka Abrasives Inc®,,9A-570-240,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Mirka Abrasives Inc Mirka Abrasives Inc®, 9A-570-240 Abranet 2.75x30, 9A-570-240",MIRKA ABRASIVES INC 9A-570-240 ABRANET 2,9A-570-240 Abranet 2.75x30,9A-570-240 Abranet 2.75x30,,,,,,,,,,,,,,,,,,,,,,,,,,,,9A-570-240 Abranet 2.75x30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://images.toolsid.com/mirka-abrasives/items/9a-570-240.jpg,,,,,,,,,https://static.charlesmcmurray.com/publications/vendor/PDF/2025%20Mirka%20Product%20Catalog.pdf,,,,,,,,,,,,,,,,,No,Yes
,,,,,,52481675,Industrial & Commercial,Equipment & Supplies,General Industrial,UNK-000472,UNK-000472,UNK-000472,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,,Industrial Manufacturer,Industrial Brand,,UNK-000472,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Industrial Manufacturer Industrial Brand, UNK-000472, UNK-000472",INDUSTRIAL BRAND UNK-000472 UNK-000472,UNK-000472,UNK-000472,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNK-000472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://8f08a8-ss.akinoncloudcdn.com/products/2026/05/20/76680178/349f6daa-91cd-4671-bcbc-4b0055eaa047.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,36527156,Industrial & Commercial,Equipment & Supplies,General Industrial,CW145093,CW145093,REFRIG R410A 25LB CYL,Makita Corp,MAKITA USA,-- No DIB Brand --,,Industrial Manufacturer,Industrial Brand,,CW145093,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Industrial Manufacturer Industrial Brand, REFRIG R410A 25LB CYL, CW145093",INDUSTRIAL BRAND REFRIG R410A 25LB CYL C,REFRIG R410A 25LB CYL,REFRIG R410A 25LB CYL,,,,,,,,,,,,,,,,,,,,,,,,,,,,REFRIG R410A 25LB CYL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://whidegroup.com/wp-content/uploads/creative-photography-4-large.png,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,39529984,Industrial & Commercial,Equipment & Supplies,General Industrial,9A-570-320,9A-570-320,9A-570-320 Abranet 2.75x30,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka Abrasives Inc®,,9A-570-320,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Mirka Abrasives Inc Mirka Abrasives Inc®, 9A-570-320 Abranet 2.75x30, 9A-570-320",MIRKA ABRASIVES INC 9A-570-320 ABRANET 2,9A-570-320 Abranet 2.75x30,9A-570-320 Abranet 2.75x30,,,,,,,,,,,,,,,,,,,,,,,,,,,,9A-570-320 Abranet 2.75x30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://autofxmart.com/cdn/shop/files/mfrmrk_mirka_9a570080.jpg?v=1775967780&width=800,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,56128137,Industrial & Commercial,Equipment & Supplies,General Industrial,3157447,3157447,EPOXY 5MIN 25ML SYRINGE,Dayton,-- No Unilog Brand --,-- No DIB Brand --,Dayton Mfg,Dayton Mfg,Dayton Mfg®,,3157447,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Dayton Mfg Dayton Mfg® Professional EPOXY 5MIN 25ML SYRINGE, Model 3157447",DAYTON MFG EPOXY 5MIN 25ML SYRINGE 31574,EPOXY 5MIN 25ML SYRINGE,EPOXY 5MIN 25ML SYRINGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPOXY 5MIN 25ML SYRINGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://api.bdiexpress.com/rest/v2/medias/MFRGWWXXXXXX-1XHV7-AS01-515x515.jpg?context=bWFzdGVyfHJvb3R8NDUyNTh8aW1hZ2UvanBlZ3xhR1k1TDJnNFpDOHhNRFl4T0RRNE16ZzJOelkzT0M5TlJsSkhWMWRZV0ZoWVdGaGZNVmhJVmpkZlFWTXdNVjgxTVRWNE5URTFMbXB3Wnd8ZDQwMjU1Nzk5ZmEwN2YyZmEyMWM4NDcxYmZkYzFjOGQyOTdlNDEwY2I3ZGU5ZTRlNGQxNDNiMTIzZDM0MTlhZQ,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
